MRPL13	GO:0003735
ATP1A1	GO:0002026
PDCD5	GO:0003677
STEAP4	GO:0005887
HEXB	GO:0005975
IRF5	GO:0000975
CASP7	GO:0001836
RNF182	GO:0008270
MAB21L2	GO:0001654
VTCN1	GO:0001562
CXCR3	GO:0001525
DEK	GO:0003677
CLN8	GO:0001306
ATN1	GO:0000122
TNFRSF17	GO:0002376
GEM	GO:0005525
IL10RA	GO:0016021
BTNL2	GO:0005102
CCRN4L	GO:0000290
FOXP3	GO:0000981
PRKCB	GO:0005622
OR14K1	GO:0004930
TAGAP	GO:0005085
NPPA	GO:0005179
SLAMF1	GO:0003823
CXCL16	GO:0005041
CALCA	GO:0001984
FOLR2	GO:0005542
QTRT1	GO:0008479
CCL23	GO:0002548
S1PR3	GO:0001816
AGFG1	GO:0005096
GSTM2	GO:0004364
B3GAT1	GO:0000139
SDPR	GO:0001786
SUMO2	GO:0005634
CEBPB	GO:0000779
SLC12A9	GO:0016020
VEGFC	GO:0001525
HBA1	GO:0005344
ZNF175	GO:0006355
RASGRP1	GO:0005085
IL37	GO:0005125
THBS1	GO:0005615
ASCC1	GO:0003723
ABCC6	GO:0005524
PRDM1	GO:0000122
SYVN1	GO:0000836
CYP1A2	GO:0004497
TAB2	GO:0000187
ASPA	GO:0005737
TXN	GO:0000103
GGCT	GO:0003839
RELA	GO:0003700
FPGS	GO:0001889
LILRA2	GO:0002376
TNFSF9	GO:0005102
GSDMB	GO:0005737
LSAMP	GO:0005886
ABO	GO:0004380
ABCC11	GO:0005524
KRT87P	GO:0005198
SMIM20	GO:0016021
MAZ	GO:0003676
NR4A2	GO:0003677
RIPK1	GO:0001934
HOXD10	GO:0003682
ACKR3	GO:0001525
PRL	GO:0005179
PDLIM7	GO:0001503
CIC	GO:0000122
SOS1	GO:0003677
DHFR	GO:0004146
LST1	GO:0000902
KIF5A	GO:0005524
SCLY	GO:0001887
DHCR7	GO:0016020
CD209	GO:0002223
COPB2	GO:0005198
DNMT1	GO:0005634
TERF1	GO:0000784
RBPJ	GO:0000978
CD27	GO:0004888
FLT4	GO:0005021
SCG2	GO:0030141
CCR4	GO:0001764
CCL25	GO:0005576
TIA1	GO:0000166
PDCD1	GO:0004871
IGHA1	GO:0001895
CD38	GO:0003953
SUMO3	GO:0005634
ZPBP2	GO:0005576
FAM107A	GO:0001558
OR5K1	GO:0004930
SPSB1	GO:0005515
CLSTN1	GO:0000139
MIB1	GO:0001568
OR2AG1	GO:0004930
RYR1	GO:0005219
TNPO3	GO:0043231
HAMP	GO:0005102
CXCR1	GO:0002407
PGR	GO:0003700
S1PR1	GO:0001525
UCN	GO:0005184
HSD17B4	GO:0016491
ICA1	GO:0000139
MMP20	GO:0004222
LGALS3	GO:0030246
RIT2	GO:0005525
TINAGL1	GO:0005615
ANKH	GO:0015114
CNOT6	GO:0000288
SH2D1A	GO:0005070
CST2	GO:0001580
OLIG3	GO:0000122
TIMELESS	GO:0000122
CDK4	GO:0004674
PTPN11	GO:0000077
ERAL1	GO:0003723
GRP	GO:0005102
CD19	GO:0005057
GUSB	GO:0004553
BMP5	GO:0001501
HLA-DQB1	GO:0002474
CD163	GO:0005044
IL36B	GO:0005125
CD6	GO:0005044
HLA-DQB2	GO:0002504
ENG	GO:0000122
CCL7	GO:0002548
CCL26	GO:0001938
SPG7	GO:0005524
ZNF423	GO:0003676
CLEC12A	GO:0005886
CRYGD	GO:0002088
IL20	GO:0005125
ENGASE	GO:0005737
RHOD	GO:0005525
IL23R	GO:0001916
GORASP1	GO:0005794
IFI44L	GO:0005737
ACP5	GO:0008152
PTK2	GO:0004713
ELAVL1	GO:0000166
FLT1	GO:0004672
DDX6	GO:0000288
KRT10	GO:0005615
GHRL	GO:0001696
PXK	GO:0004672
PLD4	GO:0003824
ENPP2	GO:0003676
CYP4F22	GO:0004497
IL15	GO:0001779
MRAP	GO:0005515
EGFR	GO:0004714
HDAC1	GO:0000118
SH3D19	GO:0005515
MBD4	GO:0000785
CD58	GO:0005102
KIR2DL1	GO:0002769
HSD11B2	GO:0001666
LGALSL	GO:0005515
SSTR4	GO:0004994
MYO9B	GO:0003774
SAA4	GO:0005615
CCL27	GO:0005576
IGBP1	GO:0000122
BBC3	GO:0005739
PRKCH	GO:0004697
DBP	GO:0000977
TREM1	GO:0002230
BTN1A1	GO:0004872
CD86	GO:0001878
CCL21	GO:0001768
SLCO1B1	GO:0005886
IL12RB1	GO:0001916
FRZB	GO:0001501
CUL1	GO:0031461
NRXN1	GO:0042734
FSTL1	GO:0005509
PTMA	GO:0005654
KIR2DS5	GO:0005886
USP14	GO:0005634
IL17F	GO:0005125
EMCN	GO:0005576
CDK6	GO:0000082
ITGA1	GO:0000187
TGFBI	GO:0005578
TNFRSF13C	GO:0001782
CD84	GO:0004872
SCN11A	GO:0001518
ANXA3	GO:0004859
BLK	GO:0004715
AIRE	GO:0000977
CXCL2	GO:0002237
SERPINH1	GO:0005518
CXCL5	GO:0002690
ACR	GO:0001669
CCR9	GO:0004950
SEMA3C	GO:0001755
CALD1	GO:0003779
CRKL	GO:0000186
HAPLN1	GO:0001501
RTKN2	GO:0030097
HUNK	GO:0005737
EPAS1	GO:0000981
CFLAR	GO:0006919
AGBL2	GO:0004181
GZMA	GO:0001772
HSPA1L	GO:0002199
TRHDE	GO:0004177
LRG1	GO:0001938
RNF2	GO:0000122
ERCC8	GO:0000109
RASGRP4	GO:0005085
LPAR1	GO:0007186
MAP2K7	GO:0000287
ZNF334	GO:0003676
LTBR	GO:0005515
NFKBIE	GO:0005515
DDX39A	GO:0003676
LPCAT3	GO:0008152
LTB	GO:0005102
SV2B	GO:0001669
ACSBG1	GO:0003824
TBC1D9	GO:0005096
JDP2	GO:0003700
CXCL6	GO:0002690
QKI	GO:0003723
S1PR2	GO:0000187
NKAP	GO:0000122
TNFRSF14	GO:0001618
KRT7	GO:0005198
ADORA2A	GO:0004930
LY6G6C	GO:0005886
IFIH1	GO:0003677
IL2RG	GO:0004896
RECK	GO:0001955
TLR1	GO:0002755
KITLG	GO:0001755
BMX	GO:0002250
HLA-DMB	GO:0002399
SELL	GO:0002020
EXT1	GO:0005783
TAF1A	GO:0000120
HOXD9	GO:0005634
TXNRD1	GO:0004791
TFPI2	GO:0004867
LILRA3	GO:0002376
OAS1	GO:0003725
KRTAP5-9	GO:0005515
RNPC3	GO:0000166
NHS	GO:0002088
COPB1	GO:0006886
ARID5B	GO:0000122
REL	GO:0000122
ERAS	GO:0005525
CA13	GO:0004089
CEL	GO:0003824
CDK2	GO:0004674
TBX21	GO:0003700
GLMN	GO:0001570
FOXO1	GO:0000122
PSTPIP1	GO:0006897
TNFSF15	GO:0005102
MDGA2	GO:0016020
PFKFB3	GO:0003873
ADA	GO:0005737
SPRED2	GO:0005654
SLC25A12	GO:0005313
CABIN1	GO:0005654
ANTXR2	GO:0004872
CHI3L1	GO:0004553
ENOX1	GO:0000166
MAL	GO:0001766
ATP6V1G2	GO:0015992
ZFP36	GO:0000122
TYMS	GO:0000082
RCHY1	GO:0008270
LHX2	GO:0008270
SFRP1	GO:0005576
RPS19	GO:0003735
DHODH	GO:0004152
MRC1	GO:0004872
IL7R	GO:0004896
PAH	GO:0005506
SLC6A11	GO:0005328
NUPL2	GO:0005654
TRBC2	GO:0016021
CYCS	GO:0005739
TNIP3	GO:0002756
OR10J5	GO:0004930
NADSYN1	GO:0003952
PTPN2	GO:0004725
CDKN1A	GO:0000079
IL5RA	GO:0004896
DSCAM	GO:0016021
CCL3L1	GO:0005576
FCGR3A	GO:0005886
POLR3K	GO:0003677
BTLA	GO:0002768
TACR3	GO:0004995
MDM2	GO:0000122
SLC11A1	GO:0000060
NCF4	GO:0035091
KIR2DL4	GO:0004888
TYK2	GO:0004715
TNIP1	GO:0002755
HLA-C	GO:0002474
FLT3LG	GO:0005125
CXCL1	GO:0002690
HRH4	GO:0004969
FOXO4	GO:0000981
RRM2	GO:0009186
LTBP1	GO:0005509
LPAR2	GO:0004930
GLA	GO:0003824
MAFB	GO:0003700
HBD	GO:0005344
FADD	GO:0001916
CENPJ	GO:0000086
PRELP	GO:0001501
HAGH	GO:0004416
ELOVL6	GO:0006633
FAM167A	GO:0005515
SNAPIN	GO:0000139
TAL1	GO:0000122
ADRA2B	GO:0000165
ACP1	GO:0004725
TPMT	GO:0005829
PLA2G10	GO:0004623
ASRGL1	GO:0008152
EBP	GO:0005783
MUL1	GO:0000266
CD69	GO:0004888
IL24	GO:0005125
CD2	GO:0001766
ADAMTS5	GO:0004222
MS4A1	GO:0005887
ASF1A	GO:0000790
RPLP1	GO:0000184
KPNA1	GO:0005634
SC5D	GO:0005506
IL23A	GO:0001916
GUSBP1	GO:0001501
S100A1	GO:0000122
PIEZO1	GO:0008381
PSMB8	GO:0000082
GATA3	GO:0000122
ITPA	GO:0000166
ZNF645	GO:0005737
STXBP6	GO:0000145
FSCN1	GO:0007015
CD34	GO:0001894
DNASE1L3	GO:0004520
UCMA	GO:0005578
NOD1	GO:0042981
ANXA2	GO:0004859
FAM205A	GO:0005634
TFDP3	GO:0000082
RHO	GO:0000139
CHUK	GO:0002011
IL12B	GO:0001916
MAP3K14	GO:0000165
OR1C1	GO:0004930
TNFSF18	GO:0002309
ST6GALNAC5	GO:0005794
PTPN22	GO:0004725
SLC52A1	GO:0001618
ZNF391	GO:0003676
CLEC7A	GO:0002221
ERBB2	GO:0004714
MECP2	GO:0005634
DDX58	GO:0003676
HLA-DOA	GO:0002587
KIR2DL3	GO:0003823
CASC3	GO:0003723
CCND1	GO:0007049
ROBO3	GO:0001764
HAVCR1	GO:0001618
ASPRV1	GO:0004190
NCKIPSD	GO:0005515
LECT1	GO:0001501
TXNDC5	GO:0005515
C5	GO:0000187
ADAM11	GO:0004222
SLC7A9	GO:0003333
IL19	GO:0005125
OR2T12	GO:0004930
CD244	GO:0004872
GLS2	GO:0004359
OR10X1	GO:0004930
EFNB1	GO:0001755
CSH2	GO:0005179
CD80	GO:0005515
MAP4K4	GO:0000165
KIAA1109	GO:0001558
HYAL2	GO:0004415
GADD45B	GO:0005634
ANGPT1	GO:0001525
ETS1	GO:0000981
TNC	GO:0001649
IL10RB	GO:0019221
CSE1L	GO:0005515
OR52K2	GO:0004930
STAT4	GO:0003700
SLURP1	GO:0001775
ARAP1	GO:0005096
ATIC	GO:0003937
ZNF823	GO:0003676
SFRP2	GO:0001569
EVA1C	GO:0030246
TLR6	GO:0002755
ATRNL1	GO:0016020
TRBC1	GO:0005886
CD55	GO:0004857
ABCC3	GO:0005524
ERVK-18	GO:0005198
TNFRSF10A	GO:0007165
ATG5	GO:0000045
TRH	GO:0005184
TNFRSF9	GO:0004872
RGMB	GO:0005793
RB1	GO:0000075
SH2B3	GO:0007165
TMPO	GO:0003677
TIE1	GO:0001525
IKBKAP	GO:0005737
PDLIM3	GO:0008270
ADRM1	GO:0005634
HLA-DQA2	GO:0000139
CD97	GO:0004888
CSH1	GO:0005179
GAST	GO:0005179
ZC3HC1	GO:0005634
EPB41L4B	GO:0005200
TRAC	GO:0005886
PTHLH	GO:0005179
GLS	GO:0004359
KIFC1	GO:0000070
WDR11	GO:0005515
TBCA	GO:0007021
OR6N2	GO:0004888
SYT1	GO:0005509
BAIAP2L1	GO:0003779
ADAM8	GO:0004222
IFI44	GO:0005737
CASP8	GO:0004197
MAP3K2	GO:0000165
CNTRL	GO:0000278
NCR3	GO:0005887
SSRP1	GO:0003677
CCBE1	GO:0005509
CXCR6	GO:0004930
RARRES3	GO:0004623
MMP7	GO:0002779
OR14L1P	GO:0004930
TRGV3	GO:0005886
NFKBIA	GO:0005737
IL2RA	GO:0006954
DNASE2	GO:0004531
CD47	GO:0005515
TLE3	GO:0005634
CCL13	GO:0005576
VIMP	GO:0006886
CCM2	GO:0001570
AFF3	GO:0003690
COL2A1	GO:0001501
BANK1	GO:0042113
KLK1	GO:0004252
INHBA	GO:0000082
CD247	GO:0004888
TRPV1	GO:0005975
PRRT1	GO:0005886
GNG8	GO:0003924
HLA-DRB3	GO:0000139
SLPI	GO:0004866
NDUFB7	GO:0005739
BICD1	GO:0005794
TANK	GO:0005737
SENP1	GO:0004175
UGT8	GO:0009813
TNFSF13	GO:0005164
RALBP1	GO:0005096
YME1L1	GO:0004222
ZAP70	GO:0001772
SSFA2	GO:0003779
IL7	GO:0002360
FPR1	GO:0004982
NAMPT	GO:0004514
HAVCR2	GO:0016021
LIG4	GO:0003677
LAMP3	GO:0016020
VIL1	GO:0005509
RPS4X	GO:0003723
SLC22A5	GO:0016021
RAB8A	GO:0000086
DEFA1	GO:0002227
TAC1	GO:0002675
IL26	GO:0005125
BLNK	GO:0005737
C5orf30	GO:0005515
NEUROG1	GO:0000989
IL1RL1	GO:0004908
OR2G3	GO:0004930
PRTN3	GO:0004252
MGAT5	GO:0000139
MMP13	GO:0004222
LYZ	GO:0003796
MGARP	GO:0005515
RAP2A	GO:0005525
ACKR2	GO:0004950
KLRC1	GO:0004888
EBAG9	GO:0005794
CD276	GO:0016021
OR6Y1	GO:0004930
PLEK	GO:0002244
MMP10	GO:0004222
MTMR11	GO:0070062
CWC22	GO:0003723
CRIP1	GO:0008270
EIF3K	GO:0001731
IFNL3	GO:0005102
ANK1	GO:0007165
RETNLB	GO:0003674
SPATS2L	GO:0005634
CNKSR3	GO:0005737
GPX4	GO:0004602
SLC17A5	GO:0005351
GAB1	GO:0004871
CNOT6L	GO:0005737
CPA4	GO:0004181
SKA1	GO:0000278
TRPV4	GO:0005216
HLX	GO:0005634
SULT1A1	GO:0016021
C3AR1	GO:0004943
IFNL2	GO:0002385
TBX1	GO:0001525
CPO	GO:0004181
OR2T2	GO:0004930
CACNG6	GO:0005244
ACVR1	GO:0004702
SIGLEC8	GO:0004888
DAG1	GO:0005509
CHIA	GO:0004568
MRPL28	GO:0003735
CLEC11A	GO:0005576
ORM1	GO:0002682
GNB1	GO:0001917
SLC25A46	GO:0006810
OR10K2	GO:0004888
HERC5	GO:0004842
BMPR2	GO:0001707
NR0B2	GO:0000122
TCF7	GO:0003682
KCNS3	GO:0005249
TMED1	GO:0006810
SLC45A3	GO:0016021
RHOA	GO:0005525
PBX2	GO:0003682
PNN	GO:0000398
AARD	GO:0030324
COL26A1	GO:0005576
HSPA8	GO:0005524
NCOR2	GO:0003677
JAK3	GO:0002731
SLC5A8	GO:0005886
CCL15	GO:0005615
C9orf135	GO:0016021
AOAH	GO:0008653
KANK1	GO:0005515
CHML	GO:0005096
TSLP	GO:0005125
SMAD2	GO:0003677
TJP1	GO:0005923
CTTN	GO:0030041
ADCY9	GO:0005622
CCDC67	GO:0098535
CCHCR1	GO:0005634
TIMD4	GO:0016021
TLE4	GO:0000122
IL9	GO:0005125
NELFCD	GO:0005515
LTA4H	GO:0006508
SETBP1	GO:0003677
LRRTM1	GO:0002091
NOX4	GO:0016491
EFNA1	GO:0000122
TAS2R1	GO:0001580
PRKCA	GO:0005622
RUNX3	GO:0000122
AGA	GO:0008152
CPAMD8	GO:0004866
MUC7	GO:0005515
SPINK5	GO:0004867
TAGLN	GO:0051015
CNGB1	GO:0005222
NTF4	GO:0005576
ARCN1	GO:0005737
MYH11	GO:0003774
NNMT	GO:0008168
COL4A5	GO:0005201
SPI1	GO:0000981
ITGAE	GO:0005886
CDKN1C	GO:0004861
CTSH	GO:0008234
NBL1	GO:0005515
WISP1	GO:0005178
CTNNAL1	GO:0005622
CLCA1	GO:0005229
TUSC3	GO:0005623
ANKRD42	GO:0003735
TFDP1	GO:0000278
CXCL11	GO:0002690
ST3GAL4	GO:0005794
SERPINE2	GO:0005615
OR2AK2	GO:0004930
CRAT	GO:0008152
TTC17	GO:0005515
IL12RB2	GO:0004896
KCNIP4	GO:0005244
LRRC32	GO:0005887
INPP4A	GO:0005829
PTPRE	GO:0005001
ARG1	GO:0000050
TYRP1	GO:0005507
FGFRL1	GO:0001501
ASPG	GO:0004067
SLC2A10	GO:0005351
MUC5B	GO:0005515
GSTA1	GO:0004364
FOXA1	GO:0000981
SFTPA1	GO:0005319
CEP68	GO:0005515
ADAMTS15	GO:0004222
SIGIRR	GO:0007165
AIM1	GO:0003674
IGHG1	GO:0003823
POLD4	GO:0005634
WIF1	GO:0005515
HBEGF	GO:0005154
SNX9	GO:0000281
DBNL	GO:0005622
TNFRSF4	GO:0005031
CITED2	GO:0000790
SLC24A2	GO:0005262
NSFL1C	GO:0000045
SERPINB4	GO:0005615
TAS1R2	GO:0001582
IGHE	GO:0003823
GGACT	GO:0003839
IRAK3	GO:0005622
SVEP1	GO:0005509
CRB1	GO:0005509
GABBR2	GO:0005515
GNAS	GO:0003924
CSF2RB	GO:0004872
PRKCE	GO:0004672
LPP	GO:0008270
FBXO8	GO:0005086
SFSWAP	GO:0003723
SPTBN2	GO:0003779
TXN2	GO:0000103
CTSC	GO:0004197
EHF	GO:0005654
PRG2	GO:0002215
RPH3AL	GO:0005509
PC	GO:0004075
SLC26A9	GO:0005254
DNAJB1	GO:0005634
HSP90AB1	GO:0001890
DMXL2	GO:0005615
PMEPA1	GO:0000139
PKP1	GO:0005634
TMEM219	GO:0005886
PCDH1	GO:0005509
PTGDR2	GO:0001785
HAS2	GO:0001570
GAS6	GO:0001764
MUC2	GO:0005515
MSL3P1	GO:0005634
DPP10	GO:0006508
C1QTNF3	GO:0003674
CLN3	GO:0005765
SDCBP	GO:0005622
VTN	GO:0005044
CTSG	GO:0002003
GPR12	GO:0004930
BACH2	GO:0000122
ADAMTS1	GO:0004222
BANF1	GO:0003677
MED24	GO:0001104
REEP5	GO:0016021
PGD	GO:0004616
SIPA1L2	GO:0005096
LGMN	GO:0006508
RPP14	GO:0003723
BARHL2	GO:0001077
DAP3	GO:0005515
TBPL1	GO:0001675
GPR135	GO:0004930
RPLP0	GO:0005737
SLC5A12	GO:0005215
BDKRB1	GO:0004947
NXT1	GO:0005515
KIF3A	GO:0003777
SLC27A5	GO:0001676
RIPK2	GO:0004674
GPR123	GO:0004930
CYP4F3	GO:0004497
GNGT1	GO:0004871
PARP9	GO:0003950
HS3ST4	GO:0000139
DYNC1H1	GO:0003777
PDGFB	GO:0005615
SLC24A3	GO:0005886
DENND1B	GO:0005829
COL4A3	GO:0005178
GLYAT	GO:0005739
INHA	GO:0001501
TENM4	GO:0005887
SFTPB	GO:0005764
NPL	GO:0008152
PTGDR	GO:0001785
OR13G1	GO:0004888
SUB1	GO:0001205
SMAP2	GO:0005096
RANBP6	GO:0005515
ING1	GO:0005634
CYP2J2	GO:0005506
POLE4	GO:0003887
EBI3	GO:0004896
CCR8	GO:0004950
IGHG2	GO:0003823
OPN3	GO:0004930
SPEN	GO:0000166
SPRR2B	GO:0001533
GPRC5D	GO:0004930
ZMYND8	GO:0008270
KCNMB1	GO:0005513
EPHX1	GO:0004301
CNIH3	GO:0005622
CRCT1	GO:0005515
NEDD4L	GO:0004842
DUOX1	GO:0004601
PQBP1	GO:0005654
ADH5	GO:0008270
SCGB3A2	GO:0005576
TFPI	GO:0005576
CIB2	GO:0005509
FCGR1B	GO:0002474
IKZF4	GO:0003676
TAF7	GO:0051123
PTPRD	GO:0004725
DCDC2C	GO:0005622
ATRX	GO:0003677
BPIFA1	GO:0003674
UTS2	GO:0001666
MED22	GO:0001104
CYYR1	GO:0003674
SLC30A8	GO:0008324
CDH23	GO:0005509
ITGB7	GO:0004872
CORO1A	GO:0001845
SCNN1A	GO:0005272
EIF1	GO:0003743
GPSM3	GO:0005092
ST7	GO:0016021
EZR	GO:0003779
RAD50	GO:0000723
KCNA5	GO:0001666
FMR1	GO:0003723
UBE3C	GO:0005737
FCER1A	GO:0001812
PMCH	GO:0005576
DUSP10	GO:0008138
PDE4B	GO:0001780
HIST1H1T	GO:0000786
SEMA4A	GO:0016021
TMEM132D	GO:0005515
CRHR2	GO:0005179
TNFSF4	GO:0002215
FBLN1	GO:0005509
TNKS	GO:0003950
GCLM	GO:0008152
CTNNA1	GO:0005829
SLC45A2	GO:0007601
NFE2	GO:0003700
OR4F16	GO:0004888
SMPD1	GO:0008152
IL13RA2	GO:0004871
AKR1B1	GO:0005654
PRSS33	GO:0004252
ZNF12	GO:0003676
TRPA1	GO:0005216
RAB39A	GO:0003924
NRDE2	GO:0003674
FCER2	GO:0002925
CRTAC1	GO:0005509
ARFGEF1	GO:0005086
CCL24	GO:0001938
HBE1	GO:0005344
CCL28	GO:0005576
HLA-DPA1	GO:0002504
LSR	GO:0001889
ADRA1B	GO:0001974
RBP7	GO:0005215
AGR2	GO:0002162
POLI	GO:0003684
TAC4	GO:0005102
FUT3	GO:0006486
LY86	GO:0005615
WDTC1	GO:0000122
PTAFR	GO:0001530
ARHGEF28	GO:0003723
GATA2	GO:0003700
NR2C1	GO:0003700
IFNL1	GO:0002829
OR5K2	GO:0004930
NDFIP1	GO:0000139
AOC1	GO:0005507
PLXNA4	GO:0002116
CRLF2	GO:0002380
SFTPA2	GO:0005576
FASTK	GO:0004672
SERBP1	GO:0003730
DCTN3	GO:0000086
TNNI1	GO:0005861
ITGB3	GO:0004872
LY96	GO:0001875
CHN2	GO:0007165
ELF5	GO:0000981
MS4A2	GO:0005887
PBRM1	GO:0003682
TXNRD3	GO:0005623
FCER1G	GO:0001798
CNTLN	GO:0000155
CYP2E1	GO:0005506
MS4A3	GO:0005515
PIP5K1B	GO:0016307
ADORA1	GO:0001609
CPA3	GO:0002003
AREG	GO:0005154
TWIST1	GO:0046983
UGT1A6	GO:0009813
ATG7	GO:0000407
DPEP1	GO:0006508
AGXT	GO:0004760
SERPINB3	GO:0001618
CHRM3	GO:0003056
MYB	GO:0003677
NT5C3A	GO:0000287
TMCO4	GO:0016021
SUOX	GO:0020037
DOCK1	GO:0005085
ANKEF1	GO:0005509
HRH1	GO:0007606
OR10T2	GO:0004888
C6	GO:0001701
LRP12	GO:0005041
CFL1	GO:0003779
GLCCI1	GO:0005737
ATF3	GO:0003700
ANXA4	GO:0004859
IGHG3	GO:0001895
IRF1	GO:0000975
STAT2	GO:0003700
TAC3	GO:0005102
LAMTOR2	GO:0000186
C10orf54	GO:0002725
CYFIP2	GO:0005515
FUT2	GO:0008107
BMPR1B	GO:0004675
CDKN2B	GO:0000079
ADAMTS12	GO:0004222
PPIG	GO:0000413
MARCKS	GO:0005516
LAMA5	GO:0001525
GRM1	GO:0000186
SKP2	GO:0005634
DEPDC7	GO:0005622
RNASE3	GO:0002227
MCC	GO:0005654
RNASE2	GO:0003676
AGL	GO:0004133
SLC6A7	GO:0005328
DEFB1	GO:0002227
PDE4D	GO:0004114
IRF4	GO:0000975
CHIT1	GO:0004568
IL25	GO:0002437
ST5	GO:0017112
MPG	GO:0003677
IL13RA1	GO:0002639
INSIG2	GO:0005789
PRPF19	GO:0000349
BRINP1	GO:0005515
MYLK	GO:0004683
KIDINS220	GO:0005654
CYP1B1	GO:0005506
OR52J3	GO:0004930
CCL1	GO:0005615
GPRC5C	GO:0004930
SLC12A2	GO:0015377
SRR	GO:0006520
JTB	GO:0000910
CCL11	GO:0001938
IL17RB	GO:0019221
PHF11	GO:0008270
GSDMA	GO:0006915
FLVCR2	GO:0005886
FADS1	GO:0005634
FEV	GO:0000981
CAMP	GO:0001934
SFRP5	GO:0005615
IFNGR2	GO:0019221
COLQ	GO:0001507
TAB1	GO:0000185
LAT	GO:0007165
SNRNP70	GO:0000166
RCC1	GO:0005654
CHP1	GO:0005509
ITLN1	GO:0001934
PYHIN1	GO:0007049
IL18RAP	GO:0004872
TMPRSS11D	GO:0004252
PDE9A	GO:0004114
PTPRN2	GO:0004725
WDR36	GO:0006364
PHGDH	GO:0004617
NBR1	GO:0000407
FLAD1	GO:0003824
CYBA	GO:0020037
CKLF	GO:0005576
CSMD1	GO:0001964
AGTPBP1	GO:0001754
SLC26A4	GO:0008271
TLR10	GO:0002755
SOX9	GO:0001046
GRK5	GO:0004674
PSMC5	GO:0005524
FANK1	GO:0005654
CYP24A1	GO:0001649
ADAM33	GO:0004222
LUC7L3	GO:0003729
FANCC	GO:0006281
CYSLTR1	GO:0004974
AHNAK	GO:0005515
ST8SIA4	GO:0000139
HHAT	GO:0016021
CXCL14	GO:0005576
ERN2	GO:0004540
CSTA	GO:0004869
TGFBR3	GO:0001568
PDGFA	GO:0008083
CHAMP1	GO:0000777
TSC22D3	GO:0003700
AKAP13	GO:0004691
ACSL3	GO:0003824
GSPT1	GO:0003924
TNFRSF13B	GO:0005887
FSCB	GO:0005509
MAVS	GO:0001934
KRT19	GO:0005198
CMA1	GO:0002003
B2M	GO:0005737
SMOC2	GO:0005509
ARIH1	GO:0008270
AANAT	GO:0004059
SLC38A2	GO:0003333
SF3B6	GO:0000166
SLC25A4	GO:0000002
XPNPEP2	GO:0004177
PTPRU	GO:0004725
OSR1	GO:0000122
DGCR6	GO:0003674
NRG3	GO:0005102
NPAS3	GO:0000981
DTNBP1	GO:0005737
HTR7	GO:0004993
NSF	GO:0005795
PI4K2B	GO:0005737
KCNN3	GO:0005516
TYROBP	GO:0002281
HCRTR1	GO:0007218
GALR3	GO:0004966
NUBPL	GO:0005524
SEMA6A	GO:0001764
DST	GO:0003779
ASMT	GO:0008171
GRM5	GO:0004930
EFNA5	GO:0005886
ANKK1	GO:0004672
ASNA1	GO:0005524
ADCY7	GO:0004016
GDF2	GO:0001503
NRXN3	GO:0005623
CALB1	GO:0005509
CACNG5	GO:0005245
SIRT5	GO:0005634
DLG2	GO:0007268
NALCN	GO:0005245
DGCR8	GO:0003725
CLDN11	GO:0005198
SSTR5	GO:0004994
ATR	GO:0000724
S100A10	GO:0001765
DRD5	GO:0001588
NOS1AP	GO:0003062
DEAF1	GO:0003677
NIPA1	GO:0015095
SLC38A7	GO:0003333
OFCC1	GO:0005515
KMT2C	GO:0003677
OPRK1	GO:0007218
PHF8	GO:0008270
VAT1L	GO:0005515
RFX2	GO:0000978
NLGN1	GO:0004872
NLGN4X	GO:0004872
DDC	GO:0006520
NUCB2	GO:0005509
CHRM4	GO:0005886
UBXN11	GO:0043130
CRIPT	GO:0005515
SGCE	GO:0016012
SLC45A4	GO:0006810
IRX1	GO:0005634
NCKAP5	GO:0005575
SMARCAD1	GO:0000018
GABRD	GO:0004890
JRKL	GO:0003677
CCAR1	GO:0006355
CLINT1	GO:0005515
NPR3	GO:0016021
LMO3	GO:0008270
PLCD1	GO:0001525
NTM	GO:0005886
KIAA0319	GO:0001764
SYT6	GO:0005509
GRM8	GO:0001642
BRD1	GO:0005634
ZNF41	GO:0003676
GABRG3	GO:0004890
WFS1	GO:0005783
LMX1B	GO:0005634
FAM69A	GO:0005789
SYT4	GO:0005509
SLC25A6	GO:0005471
IMMP2L	GO:0006508
ACSL6	GO:0003824
GPR88	GO:0004930
MMAB	GO:0005524
PAQR5	GO:0004872
AUTS2	GO:0003674
GABRA3	GO:0004890
SHH	GO:0007267
OPRM1	GO:0004979
GSC2	GO:0003677
PPP3CC	GO:0008152
GALR1	GO:0004966
PRODH	GO:0004657
FEZ1	GO:0005737
ENDOU	GO:0003723
FZD9	GO:0004930
SDK1	GO:0007155
CXorf66	GO:0016021
MAD1L1	GO:0007094
MYO18B	GO:0001570
RAPGEF5	GO:0005085
KAL1	GO:0005576
SLC43A2	GO:0015179
ST8SIA2	GO:0006486
TFIP11	GO:0003676
ARSD	GO:0003824
CACNA1C	GO:0005245
GLI1	GO:0003676
SCN1A	GO:0001518
TSNAX	GO:0003697
ADAM19	GO:0004222
CAPS	GO:0005509
ERC2	GO:0048786
MCHR2	GO:0004930
ATP6V1B2	GO:0015992
IFNA2	GO:0002250
POMGNT2	GO:0001764
GNRHR2	GO:0004968
PLCB4	GO:0005622
PCDHA4	GO:0005509
ADCYAP1	GO:0001541
ADRBK2	GO:0038032
FZD10	GO:0004930
GRM7	GO:0004930
